0.7801004,0.6660661,-2.7222788e-08,0.7474092,0.63646424,-0.02380221,0.73048955,0.5882175,-0.038490873,0.74946535,0.5493359,-0.052247223,0.77598274,0.52645904,-0.06456145,0.73556274,0.5051857,-0.022634747,0.734488,0.4347387,-0.04638816,0.73666745,0.39273006,-0.060567655,0.7393712,0.35403425,-0.07041077,0.76796496,0.5144232,-0.02501988,0.77734673,0.47729707,-0.05833152,0.7693878,0.52254164,-0.06498773,0.7631621,0.542068,-0.06161885,0.7971958,0.53443646,-0.030714054,0.80365044,0.52547914,-0.06193094,0.7883606,0.57152885,-0.053983778,0.78129816,0.5815367,-0.040803194,0.8222716,0.56213975,-0.038954508,0.8258667,0.55757904,-0.058157887,0.8110478,0.5913701,-0.050377324,0.8029079,0.59922546,-0.039965764,1
0.7814217,0.663865,-2.2049504e-08,0.74908304,0.6370374,-0.023197828,0.73179877,0.5888644,-0.03756212,0.75213814,0.5500179,-0.050676018,0.7793195,0.5279885,-0.062413063,0.7360239,0.5066996,-0.023667112,0.73387593,0.43685502,-0.046903785,0.7360882,0.3933847,-0.06132775,0.7382616,0.35406092,-0.07172838,0.7694872,0.513983,-0.026032317,0.77639616,0.47787848,-0.057819594,0.7681554,0.5259722,-0.06320595,0.7631786,0.5481264,-0.059481498,0.7993926,0.53448784,-0.031609572,0.803892,0.5276424,-0.060721215,0.7882116,0.5741552,-0.051800128,0.78229654,0.58546895,-0.038745355,0.824891,0.5635488,-0.039739944,0.825913,0.5591853,-0.057798915,0.81050724,0.5929165,-0.049660455,0.80321383,0.6018886,-0.039429888,1
0.7838479,0.6571904,3.0620786e-08,0.7512987,0.63386095,-0.027346108,0.73440886,0.5883558,-0.043120973,0.75457,0.5496413,-0.05669692,0.78126115,0.5252468,-0.06864736,0.736747,0.5061507,-0.025276383,0.73572755,0.43649593,-0.049572602,0.73865724,0.39203444,-0.06410191,0.7415757,0.35213652,-0.0743159,0.7695957,0.5116489,-0.025727559,0.77963644,0.47450718,-0.059907056,0.7740858,0.5232101,-0.06588136,0.7693264,0.5450543,-0.061381906,0.79907775,0.52915967,-0.029946132,0.8068348,0.5226913,-0.062025905,0.7941666,0.5711341,-0.053760964,0.7881599,0.57984775,-0.04009592,0.8244806,0.5547104,-0.03694192,0.82844734,0.55131364,-0.058000863,0.81536883,0.5885874,-0.050968383,0.8076654,0.5967673,-0.04081361,1
0.73810923,0.6213537,-7.825381e-08,0.6997998,0.5974382,-0.022752834,0.67439544,0.5485363,-0.038585708,0.69189656,0.5057892,-0.053995535,0.7195563,0.48212588,-0.06890037,0.69190806,0.46411645,-0.025701612,0.6907965,0.39311796,-0.04992923,0.69296104,0.3498547,-0.06505751,0.6951008,0.31184226,-0.075924,0.7269165,0.47289827,-0.02811545,0.72747236,0.43544424,-0.05933296,0.7205515,0.49318516,-0.06253923,0.7172032,0.5199238,-0.058123086,0.7591976,0.49035513,-0.03390286,0.7596799,0.45834625,-0.063171595,0.74749625,0.5131765,-0.05031607,0.7424505,0.5376242,-0.034844495,0.7888937,0.5149926,-0.042221066,0.7892763,0.4843286,-0.06139814,0.7754244,0.52192426,-0.050812155,0.76792514,0.54163593,-0.03861139,1
0.7383405,0.6254495,-8.239062e-08,0.69915086,0.6002079,-0.021773854,0.6742057,0.5520452,-0.036798015,0.6893927,0.5098774,-0.051544044,0.71569324,0.48503122,-0.06581099,0.6937331,0.467763,-0.024555407,0.69204074,0.3967192,-0.047400903,0.69405353,0.35284528,-0.062378358,0.69589096,0.3146838,-0.073342025,0.7283595,0.47658768,-0.027475825,0.7275085,0.43945324,-0.059197925,0.72010255,0.49391645,-0.06441206,0.7163419,0.5256228,-0.061201353,0.7603571,0.49601942,-0.033373874,0.7597354,0.46317092,-0.0628545,0.7472384,0.51564103,-0.05231607,0.74191093,0.54383796,-0.03809708,0.79042625,0.52289873,-0.041523613,0.7901938,0.48963493,-0.060499243,0.7750916,0.523989,-0.05105987,0.7660648,0.54506683,-0.03958042,1
0.7383405,0.6254495,-8.239062e-08,0.69915086,0.6002079,-0.021773854,0.6742057,0.5520452,-0.036798015,0.6893927,0.5098774,-0.051544044,0.71569324,0.48503122,-0.06581099,0.6937331,0.467763,-0.024555407,0.69204074,0.3967192,-0.047400903,0.69405353,0.35284528,-0.062378358,0.69589096,0.3146838,-0.073342025,0.7283595,0.47658768,-0.027475825,0.7275085,0.43945324,-0.059197925,0.72010255,0.49391645,-0.06441206,0.7163419,0.5256228,-0.061201353,0.7603571,0.49601942,-0.033373874,0.7597354,0.46317092,-0.0628545,0.7472384,0.51564103,-0.05231607,0.74191093,0.54383796,-0.03809708,0.79042625,0.52289873,-0.041523613,0.7901938,0.48963493,-0.060499243,0.7750916,0.523989,-0.05105987,0.7660648,0.54506683,-0.03958042,1
0.7387841,0.62847,-6.082848e-08,0.69977117,0.60191,-0.021396078,0.6752853,0.55381024,-0.036372382,0.68983513,0.51154673,-0.05114382,0.71851325,0.49073985,-0.06539076,0.69569963,0.47294983,-0.024336454,0.6931344,0.40130314,-0.04662144,0.6948993,0.35721996,-0.06176682,0.696772,0.31922674,-0.072976515,0.72987527,0.48146755,-0.027115248,0.72984225,0.44399953,-0.058672078,0.72264844,0.49528828,-0.06448884,0.71824557,0.5292399,-0.06178381,0.76128376,0.5006503,-0.032682564,0.76193064,0.46776044,-0.061466128,0.74911004,0.51834995,-0.05168505,0.74261564,0.54978764,-0.037995137,0.7907738,0.5275492,-0.040550247,0.7932245,0.49401158,-0.059271667,0.7777928,0.52551585,-0.050776903,0.7671174,0.54807335,-0.03996968,1
0.7387841,0.62847,-6.082848e-08,0.69977117,0.60191,-0.021396078,0.6752853,0.55381024,-0.036372382,0.68983513,0.51154673,-0.05114382,0.71851325,0.49073985,-0.06539076,0.69569963,0.47294983,-0.024336454,0.6931344,0.40130314,-0.04662144,0.6948993,0.35721996,-0.06176682,0.696772,0.31922674,-0.072976515,0.72987527,0.48146755,-0.027115248,0.72984225,0.44399953,-0.058672078,0.72264844,0.49528828,-0.06448884,0.71824557,0.5292399,-0.06178381,0.76128376,0.5006503,-0.032682564,0.76193064,0.46776044,-0.061466128,0.74911004,0.51834995,-0.05168505,0.74261564,0.54978764,-0.037995137,0.7907738,0.5275492,-0.040550247,0.7932245,0.49401158,-0.059271667,0.7777928,0.52551585,-0.050776903,0.7671174,0.54807335,-0.03996968,1
0.7412354,0.6260351,-2.1150948e-08,0.7020914,0.6026944,-0.02379898,0.67811304,0.5561812,-0.04041923,0.6947726,0.5155275,-0.056400012,0.7221638,0.49221164,-0.07195728,0.6966107,0.47277495,-0.026766827,0.69517803,0.4037971,-0.051691934,0.69737303,0.35854122,-0.0685229,0.7001862,0.32007545,-0.08066145,0.73116463,0.48112315,-0.028883342,0.73069394,0.44467995,-0.06127941,0.7230928,0.4993804,-0.06617783,0.7198574,0.52795535,-0.062669314,0.76338893,0.4996395,-0.034353286,0.76386297,0.46728987,-0.063812174,0.75076646,0.5196159,-0.052375447,0.74518716,0.54526114,-0.037698623,0.79336005,0.52577215,-0.04244328,0.79426056,0.49499843,-0.06181766,0.7792529,0.5295634,-0.052282713,0.7707345,0.5486423,-0.04066926,1
0.7412354,0.6260351,-2.1150948e-08,0.7020914,0.6026944,-0.02379898,0.67811304,0.5561812,-0.04041923,0.6947726,0.5155275,-0.056400012,0.7221638,0.49221164,-0.07195728,0.6966107,0.47277495,-0.026766827,0.69517803,0.4037971,-0.051691934,0.69737303,0.35854122,-0.0685229,0.7001862,0.32007545,-0.08066145,0.73116463,0.48112315,-0.028883342,0.73069394,0.44467995,-0.06127941,0.7230928,0.4993804,-0.06617783,0.7198574,0.52795535,-0.062669314,0.76338893,0.4996395,-0.034353286,0.76386297,0.46728987,-0.063812174,0.75076646,0.5196159,-0.052375447,0.74518716,0.54526114,-0.037698623,0.79336005,0.52577215,-0.04244328,0.79426056,0.49499843,-0.06181766,0.7792529,0.5295634,-0.052282713,0.7707345,0.5486423,-0.04066926,1
